pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,pathway_type,traversal_time,wheelchair_traversal_time,ramp_slope,stair_count,pathway_name,pathway_code,signposted_as,instructions
smmnl-001,70092,door-smmnl-clemen,,0,1,32,83,,,"Red Line (Alewife) to Shawmut - Clementine Park, Centre St",,"Shawmut - Clementine Park, Centre St",
smmnl-002,door-smmnl-clemen,70091,,0,1,29,83,,,"Shawmut - Clementine Park, Centre St to Red Line (Ashmont)",,Outbound to Ashmont,
smmnl-003,door-smmnl-clemen,70092,,0,1,28,83,,,"Shawmut - Clementine Park, Centre St to Red Line (Alewife)",,Inbound to Alewife (via Downtown Crossing and Park),
andrw-000,70084,door-andrw-exitonly,,0,1,79,-1,,,Red Line (Alewife) to Andrew - Southampton St,,Andrew - Southampton St,
andrw-001,70084,door-andrw-busway,,0,1,87,-1,,,"Red Line (Alewife) to Andrew - Street, Buses",,"Andrew - Street, Buses",
andrw-002,70084,13,,0,2,83,201,,,Red Line (Alewife) to Busway,,Busway,
andrw-003,70084,door-andrw-elevator,,0,1,159,159,,,Red Line (Alewife) to Andrew - Elevator,,Andrew - Elevator,
andrw-004,70083,door-andrw-exitonly,,0,1,73,-1,,,Red Line (Ashmont/Braintree) to Andrew - Southampton St,,Andrew - Southampton St,
andrw-005,70083,door-andrw-busway,,0,1,79,-1,,,"Red Line (Ashmont/Braintree) to Andrew - Street, Buses",,"Andrew - Street, Buses",
andrw-006,70083,13,,0,2,76,201,,,Red Line (Ashmont/Braintree) to Busway,,Busway,
andrw-007,70083,door-andrw-elevator,,0,1,159,159,,,Red Line (Ashmont/Braintree) to Andrew - Elevator,,Andrew - Elevator,
andrw-008,door-andrw-exitonly,70084,,0,1,66,-1,,,Andrew - Southampton St to Red Line (Alewife),,Inbound / Alewife,
andrw-009,door-andrw-busway,70084,,0,1,74,-1,,,"Andrew - Street, Buses to Red Line (Alewife)",,Inbound / Alewife,
andrw-010,13,70084,,0,2,81,210,,,Busway to Red Line (Alewife),,Inbound / Alewife,
andrw-011,door-andrw-elevator,70084,,0,1,158,158,,,Andrew - Elevator to Red Line (Alewife),,Inbound / Alewife,
andrw-012,door-andrw-exitonly,70083,,0,1,50,-1,,,Andrew - Southampton St to Red Line (Ashmont/Braintree),,Outbound / Ashmont/Braintree,
andrw-013,door-andrw-busway,70083,,0,1,56,-1,,,"Andrew - Street, Buses to Red Line (Ashmont/Braintree)",,Outbound / Ashmont/Braintree,
andrw-014,13,70083,,0,2,63,216,,,Busway to Red Line (Ashmont/Braintree),,Outbound / Ashmont/Braintree,
andrw-015,door-andrw-elevator,70083,,0,1,140,140,,,Andrew - Elevator to Red Line (Ashmont/Braintree),,Outbound / Ashmont/Braintree,
chncl-000,door-chncl-foresthills,70018,,0,1,45,-1,,,"Chinatown - Washington St, Essex St to Orange Line (Forest Hills)",,Orange Line - Forest Hills,
chncl-001,70018,door-chncl-foresthills,,0,1,80,-1,,,"Orange Line (Forest Hills) to Chinatown - Washington St, Essex St",,"Chinatown - Washington St, Essex St",
chncl-002,70018,door-chncl-fhelevator,,0,1,93,93,,,"Orange Line (Forest Hills) to Chinatown - Washington St, Essex St",,"Chinatown - Washington St, Essex St",
chncl-003,door-chncl-fhelevator,70018,,0,1,93,93,,,"Chinatown - Washington St, Essex St to Orange Line (Forest Hills)",,Orange Line - Forest Hills,
chncl-004,door-chncl-ogelevator,70019,,0,1,40,69,,,Chinatown - Elevator (Oak Grove) to Orange Line (Oak Grove),,Orange Line - Oak Grove,
chncl-005,70019,door-chncl-ogelevator,,0,1,63,84,,,Orange Line (Oak Grove) to Chinatown - Elevator (Oak Grove),,Chinatown - Elevator (Oak Grove),
chncl-006,door-chncl-ogessex,70019,,0,1,38,-1,,,"Chinatown - Washington St, Essex St to Orange Line (Oak Grove)",,Orange Line - Oak Grove,
chncl-007,70019,door-chncl-ogessex,,0,1,56,-1,,,"Orange Line (Oak Grove) to Chinatown - Washington St, Essex St",,"Chinatown - Washington St, Essex St",
knncl-000,70071,door-knncl-sbmain,,0,1,70,106,,,"Red Line (Ashmont/Braintree) to Kendall/MIT - Main St, Buses, Cambridge Center",,"Kendall/MIT - Main St, Buses, Cambridge Center",
knncl-001,70072,door-knncl-nbmain,,0,1,73,112,,,"Red Line (Alewife) to Kendall/MIT - Main St, Buses, Cambridge Center",,"Kendall/MIT - Main St, Buses, Cambridge Center",
knncl-002,70071,door-knncl-sbsecond,,0,1,63,-1,,,"Red Line (Ashmont/Braintree) to Kendall/MIT - Main St, Third St",,"Kendall/MIT - Main St, Third St",
knncl-003,70072,door-knncl-nbsecond,,0,1,69,-1,,,"Red Line (Alewife) to Kendall/MIT - Main St, Third St",,"Kendall/MIT - Main St, Third St",
knncl-004,door-knncl-sbmain,70071,,0,1,62,106,,,"Kendall/MIT - Main St, Buses, Cambridge Center to Red Line (Ashmont/Braintree)",,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
knncl-005,door-knncl-nbmain,70072,,0,1,64,112,,,"Kendall/MIT - Main St, Buses, Cambridge Center to Red Line (Alewife)",,Outbound to Alewife,
knncl-006,door-knncl-sbsecond,70071,,0,1,60,-1,,,"Kendall/MIT - Main St, Third St to Red Line (Ashmont/Braintree)",,Inbound to Ashmont & Braintree via Park & Downtown Crossing,
knncl-007,door-knncl-nbsecond,70072,,0,1,66,-1,,,"Kendall/MIT - Main St, Third St to Red Line (Alewife)",,Outbound to Alewife,
cntsq-000,70069,door-cntsq-western,,0,1,69,-1,,,Red Line (Ashmont/Braintree) to Central - Western Ave,,Central - Western Ave,
cntsq-001,70069,door-cntsq-ibmass,,0,1,61,76,,,Red Line (Ashmont/Braintree) to Central - Mass Ave,,Central - Mass Ave,
cntsq-002,70069,door-cntsq-pearl,,0,1,65,-1,,,Red Line (Ashmont/Braintree) to Central - Pearl St,,Central - Pearl St,
cntsq-003,70070,door-cntsq-essex,,0,1,66,-1,,,Red Line (Alewife) to Central - Essex St,,Central - Essex St,
cntsq-004,70070,door-cntsq-obmass,,0,1,52,64,,,Red Line (Alewife) to Central - Mass Ave,,Central - Mass Ave,
cntsq-005,70070,door-cntsq-prospect,,0,1,71,-1,,,Red Line (Alewife) to Central - Prospect St,,Central - Prospect St,
cntsq-006,door-cntsq-western,70069,,0,1,65,-1,,,Central - Western Ave to Red Line (Ashmont/Braintree),,Inbound to Ashmont & Braintree via Park and Downtown Crossing,
cntsq-007,door-cntsq-ibmass,70069,,0,1,49,76,,,Central - Mass Ave to Red Line (Ashmont/Braintree),,Inbound to Ashmont & Braintree via Park and Downtown Crossing,
cntsq-008,door-cntsq-pearl,70069,,0,1,61,-1,,,Central - Pearl St to Red Line (Ashmont/Braintree),,Inbound to Ashmont & Braintree via Park and Downtown Crossing,
cntsq-009,door-cntsq-essex,70070,,0,1,62,-1,,,Central - Essex St to Red Line (Alewife),,Alewife,
cntsq-010,door-cntsq-obmass,70070,,0,1,39,64,,,Central - Mass Ave to Red Line (Alewife),,Alewife,
cntsq-011,door-cntsq-prospect,70070,,0,1,67,-1,,,Central - Prospect St to Red Line (Alewife),,Alewife,
brdwy-000,70082,door-brdwy-traveler,,0,1,100,125,,,Red Line (Alewife) to Broadway - Traveler St,,Broadway - Traveler St,
brdwy-001,70082,door-brdwy-main,,0,1,126,148,,,Red Line (Alewife) to Broadway - Broadway,,Broadway - Broadway,
brdwy-002,70082,150,,0,2,134,157,,,Red Line (Alewife) to Dorchester Ave bus stop,,Dorchester Ave bus stop,
brdwy-003,70082,151,,0,2,131,154,,,Red Line (Alewife) to West Broadway bus stop,,West Broadway bus stop,
brdwy-004,70081,door-brdwy-traveler,,0,1,100,125,,,Red Line (Ashmont/Braintree) to Broadway - Traveler St,,Broadway - Traveler St,
brdwy-005,70081,door-brdwy-main,,0,1,126,148,,,Red Line (Ashmont/Braintree) to Broadway - Broadway,,Broadway - Broadway,
brdwy-006,70081,150,,0,2,134,157,,,Red Line (Ashmont/Braintree) to Dorchester Ave bus stop,,Dorchester Ave bus stop,
brdwy-007,70081,151,,0,2,131,154,,,Red Line (Ashmont/Braintree) to West Broadway bus stop,,West Broadway bus stop,
brdwy-008,door-brdwy-traveler,70082,,0,1,92,125,,,Broadway - Traveler St to Red Line (Alewife),,Alewife,
brdwy-009,door-brdwy-main,70082,,0,1,108,148,,,Broadway - Broadway to Red Line (Alewife),,Alewife,
brdwy-010,150,70082,,0,2,125,167,,,Dorchester Ave bus stop to Red Line (Alewife),,Alewife,
brdwy-011,151,70082,,0,2,123,164,,,West Broadway bus stop to Red Line (Alewife),,Alewife,
brdwy-012,door-brdwy-traveler,70081,,0,1,92,125,,,Broadway - Traveler St to Red Line (Ashmont/Braintree),,Ashmont & Braintree,
brdwy-013,door-brdwy-main,70081,,0,1,108,148,,,Broadway - Broadway to Red Line (Ashmont/Braintree),,Ashmont & Braintree,
brdwy-014,150,70081,,0,2,125,167,,,Dorchester Ave bus stop to Red Line (Ashmont/Braintree),,Ashmont & Braintree,
brdwy-015,151,70081,,0,2,123,164,,,West Broadway bus stop to Red Line (Ashmont/Braintree),,Ashmont & Braintree,
ccmnl-000,70028,door-ccmnl-main,,0,1,95,143,,,"Orange Line (Forest Hills) to Community College - Community College, Rutherford Ave",,"Community College - Community College, Rutherford Ave",
ccmnl-001,70029,door-ccmnl-main,,0,1,95,143,,,"Orange Line (Oak Grove) to Community College - Community College, Rutherford Ave",,"Community College - Community College, Rutherford Ave",
ccmnl-002,door-ccmnl-main,70028,,0,1,90,143,,,"Community College - Community College, Rutherford Ave to Orange Line (Forest Hills)",,To Oak Grove,
ccmnl-003,door-ccmnl-main,70029,,0,1,90,143,,,"Community College - Community College, Rutherford Ave to Orange Line (Oak Grove)",,to Forest Hills,
jaksn-000,70007,door-jaksn-main,,0,1,62,99,,,"Orange Line (Oak Grove) to Jackson Square - Centre St, Busway, Park",,"Jackson Square - Centre St, Busway, Park",
jaksn-001,70006,door-jaksn-main,,0,1,62,99,,,"Orange Line (Forest Hills) to Jackson Square - Centre St, Busway, Park",,"Jackson Square - Centre St, Busway, Park",
jaksn-002,door-jaksn-main,70007,,0,1,55,99,,,"Jackson Square - Centre St, Busway, Park to Orange Line (Oak Grove)",,Oak Grove,
jaksn-003,door-jaksn-main,70006,,0,1,55,99,,,"Jackson Square - Centre St, Busway, Park to Orange Line (Forest Hills)",,Forest Hills,
astao-000,70278,door-astao-foley,,0,1,127,194,,,Orange Line (Forest Hills) to Assembly - Foley St,,Assembly - Foley St,
astao-001,door-astao-foley,70278,,0,1,120,194,,,Assembly - Foley St to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-002,70278,door-astao-revol,,0,1,74,133,,,Orange Line (Forest Hills) to Assembly - Revolution Dr,,Assembly - Revolution Dr,
astao-003,door-astao-revol,70278,,0,1,73,131,,,Assembly - Revolution Dr to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-004,70279,door-astao-foley,,0,1,127,194,,,Orange Line (Oak Grove) to Assembly - Foley St,,Assembly - Foley St,
astao-005,door-astao-foley,70279,,0,1,120,194,,,Assembly - Foley St to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-006,70279,door-astao-revol,,0,1,74,133,,,Orange Line (Oak Grove) to Assembly - Revolution Dr,,Assembly - Revolution Dr,
astao-007,door-astao-revol,70279,,0,1,73,131,,,Assembly - Revolution Dr to Orange Line (Oak Grove),,Orange Line - Oak Grove,
qamnl-000,70103,door-qamnl-pickup,,0,1,140,110,,,Red Line (Braintree) to Quincy Adams - Pick-up/Drop-off,,Quincy Adams - Pick-up/Drop-off,
qamnl-001,70103,41031,,0,2,141,111,,,Red Line (Braintree) to Busway,,Busway,
qamnl-002,70103,door-qamnl-burgin,,0,1,114,76,,,Red Line (Braintree) to Quincy Adams - Burgin Parkway,,Quincy Adams - Burgin Parkway,
qamnl-003,70104,door-qamnl-pickup,,0,1,138,119,,,Red Line (Alewife) to Quincy Adams - Pick-up/Drop-off,,Quincy Adams - Pick-up/Drop-off,
qamnl-004,70104,41031,,0,2,139,119,,,Red Line (Alewife) to Busway,,Busway,
qamnl-005,70104,door-qamnl-burgin,,0,1,112,85,,,Red Line (Alewife) to Quincy Adams - Burgin Parkway,,Quincy Adams - Burgin Parkway,
qamnl-006,door-qamnl-pickup,70103,,0,1,145,110,,,Quincy Adams - Pick-up/Drop-off to Red Line (Braintree),,Braintree,
qamnl-007,41031,70103,,0,2,156,121,,,Busway to Red Line (Braintree),,Braintree,
qamnl-008,door-qamnl-burgin,70103,,0,1,119,76,,,Quincy Adams - Burgin Parkway to Red Line (Braintree),,Braintree,
qamnl-009,door-qamnl-pickup,70104,,0,1,143,119,,,Quincy Adams - Pick-up/Drop-off to Red Line (Alewife),,Alewife via Downtown Crossing & Park,
qamnl-010,41031,70104,,0,2,153,129,,,Busway to Red Line (Alewife),,Alewife via Downtown Crossing & Park,
qamnl-011,door-qamnl-burgin,70104,,0,1,117,85,,,Quincy Adams - Burgin Parkway to Red Line (Alewife),,Alewife via Downtown Crossing & Park,
alfcl-000,70061,door-alfcl-russell,,0,1,136,171,,,Red Line to Alewife - Russell Field,,Alewife - Russell Field,
alfcl-001,70061,141,,0,2,140,259,,,Red Line to Busway,,Busway,
alfcl-002,70061,door-alfcl-cambridgepark,,0,1,160,255,,,"Red Line to Alewife - Cambridgepark Dr, Alewife Brook Pkwy",,"Alewife - Cambridgepark Dr, Alewife Brook Pkwy",
alfcl-003,70061,door-alfcl-busway,,0,1,144,264,,,"Red Line to Alewife - Garage, Buses",,"Alewife - Garage, Buses",
alfcl-004,70061,door-alfcl-steel,,0,1,185,322,,,"Red Line to Alewife - Steel Place, Alewife Brook Reserve",,"Alewife - Steel Place, Alewife Brook Reserve",
alfcl-005,70061,door-alfcl-alewife,,0,1,125,287,,,Red Line to Alewife - Alewife Path,,Alewife - Alewife Path,
alfcl-007,141,door-alfcl-alewife,,0,1,72,188,,,Busway to Alewife - Alewife Path,,Alewife - Alewife Path,
alfcl-008,141,door-alfcl-busway,,0,1,4,6,,,"Busway to Alewife - Garage, Buses",,"Alewife - Garage, Buses",
alfcl-009,141,door-alfcl-steel,,0,1,78,257,,,"Busway to Alewife - Steel Place, Alewife Brook Reserve",,"Alewife - Steel Place, Alewife Brook Reserve",
alfcl-010,141,door-alfcl-cambridgepark,,0,1,128,240,,,"Busway to Alewife - Cambridgepark Dr, Alewife Brook Pkwy",,"Alewife - Cambridgepark Dr, Alewife Brook Pkwy",
alfcl-011,door-alfcl-russell,70061,,0,1,136,171,,,Alewife - Russell Field to Red Line,,Ashmont/Braintree,
alfcl-012,141,70061,,0,2,137,263,,,Busway to Red Line,,Ashmont/Braintree,
alfcl-013,door-alfcl-cambridgepark,70061,,0,1,156,250,,,"Alewife - Cambridgepark Dr, Alewife Brook Pkwy to Red Line",,Ashmont/Braintree,
alfcl-014,door-alfcl-busway,70061,,0,1,131,259,,,"Alewife - Garage, Buses to Red Line",,Ashmont/Braintree,
alfcl-015,door-alfcl-steel,70061,,0,1,172,316,,,"Alewife - Steel Place, Alewife Brook Reserve to Red Line",,Ashmont/Braintree,
alfcl-016,door-alfcl-alewife,70061,,0,1,112,190,,,Alewife - Alewife Path to Red Line,,Ashmont/Braintree,
alfcl-018,door-alfcl-alewife,141,,0,1,72,183,,,Alewife - Alewife Path to Busway,,Busway,
alfcl-019,door-alfcl-busway,141,,0,1,4,6,,,"Alewife - Garage, Buses to Busway",,Busway,
alfcl-020,door-alfcl-steel,141,,0,1,88,257,,,"Alewife - Steel Place, Alewife Brook Reserve to Busway",,Busway,
alfcl-021,door-alfcl-cambridgepark,141,,0,1,137,241,,,"Alewife - Cambridgepark Dr, Alewife Brook Pkwy to Busway",,Busway,
rcmnl-000,70009,door-rcmnl-tremont,,0,1,93,90,,,Orange Line (Oak Grove) to Roxbury Crossing - Tremont St,,Roxbury Crossing - Tremont St,
rcmnl-001,70009,1357,,0,3,103,104,,,Orange Line (Oak Grove) to Tremont St westbound bus stop (Harvard),,Tremont St westbound bus stop (Harvard),
rcmnl-002,70009,1323,,0,2,119,125,,,Orange Line (Oak Grove) to Tremont St eastbound bus stop (Dudley),,Tremont St eastbound bus stop (Dudley),
rcmnl-003,70009,1258,,0,2,126,134,,,"Orange Line (Oak Grove) to Columbus Ave southbound bus stop (Ashmont, Mattapan)",,"Columbus Ave southbound bus stop (Ashmont, Mattapan)",
rcmnl-004,70009,1222,,0,3,170,190,,,Orange Line (Oak Grove) to Columbus Ave northbound bus stop (Ruggles),,Columbus Ave northbound bus stop (Ruggles),
rcmnl-005,70008,door-rcmnl-tremont,,0,1,93,90,,,Orange Line (Forest Hills) to Roxbury Crossing - Tremont St,,Roxbury Crossing - Tremont St,
rcmnl-006,70008,1357,,0,3,103,104,,,Orange Line (Forest Hills) to Tremont St westbound bus stop (Harvard),,Tremont St westbound bus stop (Harvard),
rcmnl-007,70008,1323,,0,2,119,125,,,Orange Line (Forest Hills) to Tremont St eastbound bus stop (Dudley),,Tremont St eastbound bus stop (Dudley),
rcmnl-008,70008,1258,,0,2,126,134,,,"Orange Line (Forest Hills) to Columbus Ave southbound bus stop (Ashmont, Mattapan)",,"Columbus Ave southbound bus stop (Ashmont, Mattapan)",
rcmnl-009,70008,1222,,0,3,126,134,,,Orange Line (Forest Hills) to Columbus Ave northbound bus stop (Ruggles),,Columbus Ave northbound bus stop (Ruggles),
rcmnl-010,door-rcmnl-tremont,70009,,0,1,82,90,,,Roxbury Crossing - Tremont St to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing & State,
rcmnl-011,1357,70009,,0,3,102,114,,,Tremont St westbound bus stop (Harvard) to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing & State,
rcmnl-012,1323,70009,,0,2,118,135,,,Tremont St eastbound bus stop (Dudley) to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing & State,
rcmnl-013,1258,70009,,0,2,125,144,,,"Columbus Ave southbound bus stop (Ashmont, Mattapan) to Orange Line (Oak Grove)",,Oak Grove via Downtown Crossing & State,
rcmnl-014,1222,70009,,0,3,169,200,,,Columbus Ave northbound bus stop (Ruggles) to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing & State,
rcmnl-015,door-rcmnl-tremont,70008,,0,1,82,90,,,Roxbury Crossing - Tremont St to Orange Line (Forest Hills),,Forest Hills,
rcmnl-016,1357,70008,,0,3,102,114,,,Tremont St westbound bus stop (Harvard) to Orange Line (Forest Hills),,Forest Hills,
rcmnl-017,1323,70008,,0,2,118,135,,,Tremont St eastbound bus stop (Dudley) to Orange Line (Forest Hills),,Forest Hills,
rcmnl-018,1258,70008,,0,2,125,144,,,"Columbus Ave southbound bus stop (Ashmont, Mattapan) to Orange Line (Forest Hills)",,Forest Hills,
rcmnl-019,1222,70008,,0,3,169,200,,,Columbus Ave northbound bus stop (Ruggles) to Orange Line (Forest Hills),,Forest Hills,
masta-000,70013,door-masta-corridor,,0,1,117,-1,,,Orange Line (Oak Grove) to Massachusetts Avenue - Massachusetts Ave (Northside),,Massachusetts Avenue - Massachusetts Ave (Northside),
masta-001,70013,door-masta-main,,0,1,82,128,,,Orange Line (Oak Grove) to Massachusetts Avenue - Massachusetts Ave (Southside),,Massachusetts Avenue - Massachusetts Ave (Southside),
masta-002,70013,188,,0,2,126,185,,,Orange Line (Oak Grove) to bus stop (Harvard),,Bus stop (Harvard),
masta-003,70013,187,,0,2,95,145,,,Orange Line (Oak Grove) to bus stop (Dudley),,Bus stop (Dudley),
masta-004,70013,door-masta-camden,,0,1,61,-1,,,Orange Line (Oak Grove) to Massachusetts Avenue - Camden St,,Massachusetts Avenue - Camden St,
masta-005,70012,door-masta-corridor,,0,1,117,-1,,,Orange Line (Forest Hills) to Massachusetts Avenue - Massachusetts Ave (Northside),,Massachusetts Avenue - Massachusetts Ave (Northside),
masta-006,70012,door-masta-main,,0,1,82,128,,,Orange Line (Forest Hills) to Massachusetts Avenue - Massachusetts Ave (Southside),,Massachusetts Avenue - Massachusetts Ave (Southside),
masta-007,70012,188,,0,2,126,185,,,Orange Line (Forest Hills) to bus stop (Harvard),,Bus stop (Harvard),
masta-008,70012,187,,0,2,95,145,,,Orange Line (Forest Hills) to bus stop (Dudley),,Bus stop (Dudley),
masta-009,70012,door-masta-camden,,0,1,61,-1,,,Orange Line (Forest Hills) to Massachusetts Avenue - Camden St,,Massachusetts Avenue - Camden St,
masta-010,door-masta-corridor,70013,,0,1,120,-1,,,Massachusetts Avenue - Massachusetts Ave (Northside) to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing and State,
masta-011,door-masta-main,70013,,0,1,78,128,,,Massachusetts Avenue - Massachusetts Ave (Southside) to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing and State,
masta-012,188,70013,,0,2,133,195,,,bus stop (Harvard) to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing and State,
masta-013,187,70013,,0,2,101,155,,,bus stop (Dudley) to Orange Line (Oak Grove),,Oak Grove via Downtown Crossing and State,
masta-015,door-masta-corridor,70012,,0,1,120,-1,,,Massachusetts Avenue - Massachusetts Ave (Northside) to Orange Line (Forest Hills),,Forest Hills,
masta-016,door-masta-main,70012,,0,1,78,128,,,Massachusetts Avenue - Massachusetts Ave (Southside) to Orange Line (Forest Hills),,Forest Hills,
masta-017,188,70012,,0,2,133,195,,,bus stop (Harvard) to Orange Line (Forest Hills),,Forest Hills,
masta-018,187,70012,,0,2,101,155,,,bus stop (Dudley) to Orange Line (Forest Hills),,Forest Hills,
harsq-000,70067,2076,,0,2,146,215,,,Red Line (Ashmont/Braintree) to Lower Busway,,Lower Busway,
harsq-001,70067,20761,,0,2,168,226,,,Red Line (Ashmont/Braintree) to Upper Busway,,Upper Busway,
harsq-002,70067,door-harsq-brattle,,0,1,238,308,,,Red Line (Ashmont/Braintree) to Harvard - Brattle Square,,Harvard - Brattle Square,
harsq-003,70067,door-harsq-square,,0,1,110,216,,,Red Line (Ashmont/Braintree) to Harvard - Harvard Square,,Harvard - Harvard Square,
harsq-004,70067,door-harsq-yard,,0,1,131,-1,,,"Red Line (Ashmont/Braintree) to Harvard - Church St, Harvard Yard",,"Harvard - Church St, Harvard Yard",
harsq-005,70067,door-harsq-church,,0,1,87,-1,,,"Red Line (Ashmont/Braintree) to Harvard - Church St, Harvard Square",,"Harvard - Church St, Harvard Square",
harsq-006,70068,2076,,0,2,152,223,,,Red Line (Alewife) to Lower Busway,,Lower Busway,
harsq-007,70068,20761,,0,2,171,230,,,Red Line (Alewife) to Upper Busway,,Upper Busway,
harsq-008,70068,door-harsq-brattle,,0,1,241,312,,,Red Line (Alewife) to Harvard - Brattle Square,,Harvard - Brattle Square,
harsq-009,70068,door-harsq-square,,0,1,113,219,,,Red Line (Alewife) to Harvard - Harvard Square,,Harvard - Harvard Square,
harsq-010,70068,door-harsq-yard,,0,1,111,-1,,,"Red Line (Alewife) to Harvard - Church St, Harvard Yard",,"Harvard - Church St, Harvard Yard",
harsq-011,70068,door-harsq-church,,0,1,67,-1,,,"Red Line (Alewife) to Harvard - Church St, Harvard Square",,"Harvard - Church St, Harvard Square",
harsq-012,2076,door-harsq-brattle,,0,1,57,90,,,Lower Busway to Harvard - Brattle Square,,Harvard - Brattle Square,
harsq-013,2076,door-harsq-square,,0,1,62,158,,,Lower Busway to Harvard - Harvard Square,,Harvard - Harvard Square,
harsq-014,2076,20761,,0,2,83,107,,,Lower Busway to Upper Busway,,Upper Busway,
harsq-015,20761,door-harsq-brattle,,0,1,57,90,,,Upper Busway to Harvard - Brattle Square,,Harvard - Brattle Square,
harsq-016,20761,door-harsq-square,,0,1,75,176,,,Upper Busway to Harvard - Harvard Square,,Harvard - Harvard Square,
harsq-017,20761,2076,,0,2,83,102,,,Upper Busway to Lower Busway,,Lower Busway,
harsq-018,2076,70067,,0,2,156,178,,,Lower Busway to Red Line (Ashmont/Braintree),,Ashmont & Braintree via Park & Downtown Crossing,
harsq-019,20761,70067,,0,2,177,187,,,Upper Busway to Red Line (Ashmont/Braintree),,Ashmont & Braintree via Park & Downtown Crossing,
harsq-020,door-harsq-brattle,70067,,0,1,202,308,,,Harvard - Brattle Square to Red Line (Ashmont/Braintree),,Ashmont & Braintree via Park & Downtown Crossing,
harsq-021,door-harsq-square,70067,,0,1,110,216,,,Harvard - Harvard Square to Red Line (Ashmont/Braintree),,Ashmont & Braintree via Park & Downtown Crossing,
harsq-022,door-harsq-yard,70067,,0,1,118,-1,,,"Harvard - Church St, Harvard Yard to Red Line (Ashmont/Braintree)",,Ashmont & Braintree via Park & Downtown Crossing,
harsq-023,door-harsq-church,70067,,0,1,73,-1,,,"Harvard - Church St, Harvard Square to Red Line (Ashmont/Braintree)",,Ashmont & Braintree via Park & Downtown Crossing,
harsq-024,2076,70068,,0,2,163,186,,,Lower Busway to Red Line (Alewife),,Alewife,
harsq-025,20761,70068,,0,2,180,191,,,Upper Busway to Red Line (Alewife),,Alewife,
harsq-026,door-harsq-brattle,70068,,0,1,205,312,,,Harvard - Brattle Square to Red Line (Alewife),,Alewife,
harsq-027,door-harsq-square,70068,,0,1,113,219,,,Harvard - Harvard Square to Red Line (Alewife),,Alewife,
harsq-028,door-harsq-yard,70068,,0,1,100,-1,,,"Harvard - Church St, Harvard Yard to Red Line (Alewife)",,Alewife,
harsq-029,door-harsq-church,70068,,0,1,55,-1,,,"Harvard - Church St, Harvard Square to Red Line (Alewife)",,Alewife,
harsq-030,door-harsq-brattle,2076,,0,1,53,90,,,Harvard - Brattle Square to Lower Busway,,Lower Busway,
harsq-031,door-harsq-square,2076,,0,1,61,157,,,Harvard - Harvard Square to Lower Busway,,Lower Busway,
harsq-032,door-harsq-brattle,20761,,0,1,53,90,,,Harvard - Brattle Square to Upper Busway,,Upper Busway,
harsq-033,door-harsq-square,20761,,0,1,77,178,,,Harvard - Harvard Square to Upper Busway,,Upper Busway,
symcl-000,70242,door-symcl-ebchurch,,0,1,55,-1,,,"Green Line (Park Street & North) to Symphony - Massachusetts Ave, First Church of Christ",,"Symphony - Massachusetts Ave, First Church of Christ",
symcl-001,70242,door-symcl-ebsymphony,,0,1,55,-1,,,"Green Line (Park Street & North) to Symphony - Massachusetts Ave, Symphony Hall",,"Symphony - Massachusetts Ave, Symphony Hall",
symcl-002,70241,door-symcl-westland,,0,1,102,-1,,,"Green Line (Heath Street) to Symphony - Westland Ave, Symphony Hall",,"Symphony - Westland Ave, Symphony Hall",
symcl-003,70241,door-symcl-huntw,,0,1,102,-1,,,"Green Line (Heath Street) to Symphony - Massachusetts Ave, Huntington Ave (West)",,"Symphony - Massachusetts Ave, Huntington Ave (West)",
symcl-004,70241,door-symcl-falmouth,,0,1,103,-1,,,"Green Line (Heath Street) to Symphony - First Church, Falmouth St",,"Symphony - First Church, Falmouth St",
symcl-005,70241,door-symcl-hunte,,0,1,103,-1,,,"Green Line (Heath Street) to Symphony - Massachusetts Ave, Huntington Ave (East)",,"Symphony - Massachusetts Ave, Huntington Ave (East)",
symcl-006,door-symcl-ebchurch,70242,,0,1,51,-1,,,"Symphony - Massachusetts Ave, First Church of Christ to Green Line (Park Street & North)",,Lechmere,
symcl-007,door-symcl-ebsymphony,70242,,0,1,51,-1,,,"Symphony - Massachusetts Ave, Symphony Hall to Green Line (Park Street & North)",,Lechmere,
symcl-008,door-symcl-westland,70241,,0,1,88,-1,,,"Symphony - Westland Ave, Symphony Hall to Green Line (Heath Street)",,Heath Street,
symcl-009,door-symcl-huntw,70241,,0,1,88,-1,,,"Symphony - Massachusetts Ave, Huntington Ave (West) to Green Line (Heath Street)",,Heath Street,
symcl-010,door-symcl-falmouth,70241,,0,1,89,-1,,,"Symphony - First Church, Falmouth St to Green Line (Heath Street)",,Heath Street,
